,,,,,
1,0.096,0.1016,0.1008,0.1008,0.1008
2,0.0957,0.1086,0.101,0.1008,0.1008
3,0.154,0.1264,0.1013,0.1008,0.1008
4,0.1373,0.1446,0.1016,0.1008,0.1008
5,0.2658,0.1502,0.1021,0.1011,0.1008
6,0.3367,0.135,0.104,0.1012,0.1008
7,0.3551,0.1102,0.1058,0.1013,0.1008
8,0.3667,0.0987,0.1088,0.1014,0.1008
9,0.3851,0.0962,0.1126,0.1016,0.1008
10,0.4107,0.0961,0.116,0.1016,0.1008
11,0.4294,0.0957,0.122,0.102,0.1008
12,0.4487,0.0957,0.126,0.1022,0.1008
13,0.4588,0.096,0.1295,0.1029,0.1008
14,0.4701,0.1001,0.1339,0.1037,0.1008
15,0.4821,0.1939,0.1389,0.1045,0.1008
16,0.4913,0.332,0.1433,0.1056,0.1008
17,0.500199999,0.4111,0.146,0.1061,0.1008
18,0.510299999,0.4542,0.149,0.1072,0.1008
19,0.520899999,0.4751,0.1527,0.1087,0.1008
20,0.526199999,0.4932,0.1571,0.1101,0.1008
21,0.535399999,0.4952,0.1594,0.1117,0.1008
22,0.539499999,0.4991,0.16,0.1133,0.1008
23,0.547099999,0.507499999,0.1615,0.115,0.1008
24,0.551299999,0.512099999,0.1612,0.1168,0.1008
25,0.555699999,0.523999999,0.1596,0.1183,0.1008
26,0.561799999,0.532299999,0.1607,0.1208,0.1008
27,0.563299999,0.538699999,0.1596,0.1225,0.1008
28,0.569499999,0.550799999,0.1574,0.125,0.1008
29,0.572699999,0.561499999,0.1561,0.1264,0.1008
30,0.577899999,0.572899999,0.153,0.1276,0.1008
31,0.582599999,0.581999999,0.151,0.1291,0.1008
32,0.585199999,0.591599999,0.147,0.1303,0.1008
33,0.591699999,0.598899999,0.1433,0.132,0.1008
34,0.593099999,0.607299999,0.1402,0.1341,0.1008
35,0.602399999,0.618199999,0.1364,0.1362,0.1008
36,0.605099999,0.628299999,0.132,0.1388,0.1008
37,0.610899999,0.635899999,0.1289,0.14,0.1008
38,0.615999999,0.639899999,0.1254,0.1408,0.1008
39,0.620499999,0.649299999,0.1216,0.1424,0.1008
40,0.622299999,0.652599999,0.1186,0.1443,0.1008
41,0.623099999,0.663299999,0.1153,0.1454,0.1008
42,0.630999999,0.670399999,0.1131,0.1469,0.1008
43,0.634999999,0.677399999,0.1106,0.148,0.1008
44,0.635799999,0.684799999,0.1083,0.1495,0.1008
45,0.637499999,0.687299999,0.1064,0.1511,0.1009
46,0.643099999,0.693399999,0.1045,0.1528,0.1009
47,0.647799999,0.696999999,0.1028,0.1542,0.1009
48,0.648199999,0.703199999,0.1019,0.1554,0.1009
49,0.646099999,0.709399999,0.1011,0.1568,0.1009
50,0.650399999,0.712299999,0.1009,0.1583,0.1009
51,0.650699999,0.715199999,0.1004,0.1594,0.1009
52,0.660099999,0.721599999,0.1003,0.1598,0.1009
53,0.658699999,0.723199999,0.1005,0.16,0.101
54,0.663799999,0.724099999,0.1008,0.1608,0.101
55,0.664099999,0.728399999,0.1017,0.1626,0.101
56,0.662099999,0.731899999,0.1032,0.1629,0.101
57,0.665699999,0.734299999,0.1069,0.1639,0.101
58,0.669099999,0.734999999,0.1153,0.1645,0.1011
59,0.668699999,0.736899999,0.1292,0.1651,0.1011
60,0.669999999,0.738899999,0.1519,0.1652,0.1011
61,0.675599999,0.741699999,0.1888,0.1653,0.1011
62,0.672999999,0.742499999,0.2444,0.166,0.1011
63,0.676399999,0.743599999,0.328,0.1662,0.1011
64,0.674999999,0.746199999,0.408,0.1667,0.1011
65,0.680899999,0.748799999,0.4624,0.1667,0.1011
66,0.681799999,0.751199999,0.526999999,0.1673,0.1011
67,0.680299999,0.752299999,0.547499999,0.1672,0.1011
68,0.683999999,0.754699999,0.554799999,0.1668,0.1011
69,0.688199999,0.756399999,0.558399999,0.166,0.1011
70,0.688999999,0.757399999,0.562599999,0.1657,0.1012
71,0.687399999,0.757599999,0.566399999,0.1654,0.1012
72,0.689499999,0.757499999,0.569099999,0.1656,0.1012
73,0.689999999,0.761299999,0.571699999,0.1652,0.1012
74,0.692099999,0.762299999,0.575799999,0.1649,0.1012
75,0.690299999,0.763599999,0.579399999,0.1645,0.1012
76,0.694499999,0.764499999,0.584199999,0.1646,0.1012
77,0.694399999,0.764799999,0.588199999,0.1644,0.1012
78,0.696099999,0.765699999,0.593699999,0.1635,0.1013
79,0.697399999,0.767199999,0.598699999,0.1634,0.1013
80,0.702699999,0.767399999,0.606899999,0.164,0.1013
81,0.701099999,0.769299999,0.612199999,0.1636,0.1013
82,0.701999999,0.775499999,0.618999999,0.162,0.1013
83,0.705899999,0.776499999,0.623399999,0.1617,0.1014
84,0.704199999,0.775299999,0.630299999,0.1608,0.1014
85,0.703999999,0.777199999,0.636399999,0.1601,0.1014
86,0.708899999,0.778499999,0.643799999,0.1594,0.1014
87,0.707199999,0.776699999,0.649699999,0.1586,0.1014
88,0.706199999,0.776899999,0.655599999,0.1579,0.1014
89,0.709899999,0.778999999,0.658599999,0.1557,0.1014
90,0.711299999,0.777999999,0.663799999,0.1557,0.1014
91,0.709399999,0.779199999,0.670599999,0.1552,0.1014
92,0.709499999,0.783099999,0.675199999,0.1549,0.1014
93,0.708699999,0.783299999,0.679599999,0.1543,0.1014
94,0.713399999,0.783399999,0.684599999,0.154,0.1014
95,0.714199999,0.783999999,0.689299999,0.1543,0.1014
96,0.715499999,0.784199999,0.692299999,0.1532,0.1014
97,0.717899999,0.786399999,0.697199999,0.1514,0.1014
98,0.717399999,0.789099999,0.699999999,0.1514,0.1014
99,0.720499999,0.787199999,0.702399999,0.1509,0.1014
100,0.721799999,0.789599999,0.705499999,0.15,0.1016
101,0.718399999,0.789499999,0.708399999,0.1492,0.1016
102,0.725399999,0.788899999,0.713699999,0.1486,0.1016
103,0.721299999,0.791499999,0.717499999,0.1477,0.1016
104,0.721299999,0.791099999,0.719399999,0.147,0.1016
105,0.725099999,0.792099999,0.723599999,0.1464,0.1016
106,0.726199999,0.793599999,0.727199999,0.1452,0.1016
107,0.725599999,0.791999999,0.729799999,0.1444,0.1016
108,0.730699999,0.795399999,0.732499999,0.1442,0.1016
109,0.727599999,0.795499999,0.735499999,0.1429,0.1016
110,0.728299999,0.797299999,0.737699999,0.1426,0.1016
111,0.728099999,0.797899999,0.740699999,0.1422,0.1016
112,0.731899999,0.798099999,0.742699999,0.1411,0.1016
113,0.729799999,0.798999999,0.745099999,0.1403,0.1016
114,0.729399999,0.799599999,0.747099999,0.1402,0.1016
115,0.732599999,0.799199999,0.749299999,0.1397,0.1017
116,0.731599999,0.798999999,0.750799999,0.1392,0.1017
117,0.732099999,0.800999999,0.751999999,0.1382,0.1018
118,0.732699999,0.801399999,0.753299999,0.1378,0.1018
119,0.733699999,0.800999999,0.756099999,0.1373,0.1018
120,0.734099999,0.803299999,0.758299999,0.1365,0.1018
121,0.735199999,0.803899999,0.758599999,0.1356,0.1019
122,0.735999999,0.805599999,0.760699999,0.1355,0.1019
123,0.734899999,0.803799999,0.761699999,0.1349,0.1019
124,0.741099999,0.805799999,0.762099999,0.1345,0.1019
125,0.736699999,0.805499999,0.762599999,0.1341,0.102
126,0.739799999,0.804599999,0.764999999,0.1345,0.102
127,0.742399999,0.807799999,0.765199999,0.1342,0.102
128,0.734899999,0.807099999,0.766199999,0.1338,0.102
129,0.741199999,0.808699999,0.767299999,0.1334,0.102
130,0.740999999,0.807799999,0.768099999,0.1339,0.102
131,0.736599999,0.809599999,0.769599999,0.1345,0.102
132,0.744799999,0.810499999,0.771199999,0.1343,0.102
133,0.740899999,0.811599999,0.772499999,0.1347,0.1021
134,0.742299999,0.811399999,0.772099999,0.1348,0.1021
135,0.744499999,0.810699999,0.774099999,0.1352,0.1021
136,0.745499999,0.813099999,0.775699999,0.1363,0.1021
137,0.741899999,0.812999999,0.775799999,0.1371,0.1021
138,0.744699999,0.814199999,0.777199999,0.1378,0.1021
139,0.743899999,0.812899999,0.777499999,0.1398,0.1022
140,0.741299999,0.813899999,0.778499999,0.1414,0.1022
141,0.734999999,0.815299999,0.779299999,0.1436,0.1022
142,0.740799999,0.815799999,0.781299999,0.145,0.1022
143,0.741299999,0.815799999,0.781799999,0.1477,0.1022
144,0.748299999,0.816099999,0.783599999,0.1512,0.1023
145,0.748199999,0.817499999,0.783199999,0.1547,0.1025
146,0.754399999,0.818999999,0.784099999,0.1585,0.1025
147,0.747399999,0.818499999,0.784099999,0.1633,0.1025
148,0.747799999,0.819899999,0.785099999,0.1698,0.1027
149,0.750699999,0.819799999,0.785499999,0.1758,0.1028
150,0.754199999,0.819899999,0.786299999,0.1836,0.1029
151,0.749699999,0.819699999,0.787099999,0.1922,0.1029
152,0.750999999,0.820799999,0.787799999,0.2003,0.1029
153,0.750599999,0.821199999,0.788199999,0.2103,0.1031
154,0.749999999,0.821299999,0.788799999,0.2234,0.1031
155,0.754799999,0.821499999,0.787699999,0.2367,0.1033
156,0.751199999,0.821999999,0.789499999,0.25,0.1033
157,0.754699999,0.822799999,0.790099999,0.2675,0.1035
158,0.754099999,0.822899999,0.791699999,0.2846,0.1037
159,0.753999999,0.822899999,0.793699999,0.3075,0.1037
160,0.758199999,0.825499999,0.794599999,0.3316,0.1039
161,0.759699999,0.824299999,0.794599999,0.3525,0.1039
162,0.753099999,0.825499999,0.795699999,0.3776,0.1039
163,0.753499999,0.825399999,0.794899999,0.4003,0.1039
164,0.755899999,0.825599999,0.795699999,0.4233,0.1039
165,0.761599999,0.826799999,0.796599999,0.4479,0.1039
166,0.756999999,0.827399999,0.797099999,0.4741,0.1039
167,0.755099999,0.827699999,0.798399999,0.507299999,0.1039
168,0.759499999,0.827599999,0.798599999,0.536499999,0.1041
169,0.758899999,0.828699999,0.800499999,0.561699999,0.1042
170,0.748399999,0.827699999,0.800999999,0.584299999,0.1042
171,0.755499999,0.828999999,0.800799999,0.603999999,0.1042
172,0.762099999,0.826599999,0.801099999,0.618699999,0.1042
173,0.756199999,0.829799999,0.803199999,0.632599999,0.1043
174,0.758299999,0.828099999,0.802899999,0.646099999,0.1045
175,0.766099999,0.829799999,0.803699999,0.653999999,0.1046
176,0.769599999,0.831199999,0.803099999,0.660199999,0.1046
177,0.761899999,0.831799999,0.804599999,0.664899999,0.1046
178,0.758399999,0.831699999,0.804599999,0.668799999,0.1046
179,0.761899999,0.830699999,0.807199999,0.671199999,0.1047
180,0.760899999,0.832699999,0.806399999,0.671999999,0.1049
181,0.766499999,0.832199999,0.806399999,0.671899999,0.1049
182,0.766199999,0.832899999,0.806999999,0.671599999,0.105
183,0.760699999,0.832599999,0.808899999,0.671799999,0.1052
184,0.768099999,0.831499999,0.808599999,0.671099999,0.1053
185,0.760799999,0.834199999,0.809499999,0.671699999,0.1053
186,0.767899999,0.834799999,0.811099999,0.674299999,0.1053
187,0.762399999,0.833399999,0.810099999,0.674499999,0.1054
188,0.762299999,0.834799999,0.811099999,0.676099999,0.1056
189,0.770199999,0.835999999,0.811599999,0.678799999,0.1057
190,0.771299999,0.833099999,0.809899999,0.680899999,0.1057
191,0.770799999,0.835299999,0.810399999,0.681699999,0.1057
192,0.771499999,0.835799999,0.813599999,0.683799999,0.1057
193,0.767199999,0.835099999,0.814299999,0.685599999,0.106
194,0.766099999,0.837399999,0.814699999,0.687399999,0.1061
195,0.778599999,0.837899999,0.813499999,0.689399999,0.1064
196,0.775999999,0.839499999,0.814599999,0.690699999,0.1064
197,0.773999999,0.839999999,0.816699999,0.691899999,0.1064
198,0.779499999,0.838899999,0.815099999,0.693699999,0.1064
199,0.772899999,0.838599999,0.815299999,0.694799999,0.1064
200,0.777499999,0.839899999,0.816099999,0.696799999,0.1064